# Site = abcde
# Contact = a@b.com
# Country = USA
# Longitude = -100.0
# Latitude = 40.0
#
# UTC_Offset = -7:00
# TimeZone = MST
#
# UTC_StartTime = 2018-03-10 00:00:00
# LogInterval =  5
# LogType =  filtered
# MonitorID = 8000
# SampleRate =  5
# StationID = NML
# Frequency = 25200
2018-03-10 00:00:00, 412.928637709
2018-03-10 00:00:05, 412.928637709
2018-03-10 00:00:10, 412.928637709
2018-03-10 00:00:15, 412.928637709
2018-03-10 00:00:20, 412.928637709
2018-03-10 00:00:25, 414.132957621
2018-03-10 00:00:30, 415.473627668
2018-03-10 00:00:35, 416.814297715
2018-03-10 00:00:40, 417.38808408
2018-03-10 00:00:45, 417.961870446
2018-03-10 00:00:50, 418.535656811
2018-03-10 00:00:55, 419.109443177
2018-03-10 00:01:00, 419.683229543
2018-03-10 00:01:05, 420.169534571
2018-03-10 00:01:10, 420.655839599
2018-03-10 00:01:15, 421.142144627
2018-03-10 00:01:20, 421.628449655
2018-03-10 00:01:25, 422.114754683
2018-03-10 00:01:30, 421.396739799
2018-03-10 00:01:35, 420.54237478
2018-03-10 00:01:40, 419.688009762
2018-03-10 00:01:45, 417.274862757
2018-03-10 00:01:50, 414.861715753
2018-03-10 00:01:55, 412.448568748
2018-03-10 00:02:00, 410.035421744
2018-03-10 00:02:05, 407.622274739
2018-03-10 00:02:10, 405.296609072
2018-03-10 00:02:15, 402.970943405
2018-03-10 00:02:20, 400.645277738
2018-03-10 00:02:25, 398.319612071
2018-03-10 00:02:30, 395.993946404
2018-03-10 00:02:35, 393.668280737
2018-03-10 00:02:40, 391.34261507
2018-03-10 00:02:45, 390.316678745
2018-03-10 00:02:50, 391.616408087
2018-03-10 00:02:55, 392.916137428
2018-03-10 00:03:00, 394.21586677
2018-03-10 00:03:05, 395.515596112
2018-03-10 00:03:10, 399.39018935
2018-03-10 00:03:15, 403.264782588
2018-03-10 00:03:20, 407.139375826
2018-03-10 00:03:25, 411.013969063
2018-03-10 00:03:30, 414.16437977
2018-03-10 00:03:35, 417.314790477
2018-03-10 00:03:40, 420.465201183
2018-03-10 00:03:45, 423.61561189
2018-03-10 00:03:50, 425.466293255
2018-03-10 00:03:55, 427.316974619
2018-03-10 00:04:00, 429.167655984
2018-03-10 00:04:05, 431.018337349
2018-03-10 00:04:10, 432.869018714
2018-03-10 00:04:15, 432.144836183
2018-03-10 00:04:20, 431.420653652
2018-03-10 00:04:25, 430.69647112
2018-03-10 00:04:30, 432.108646695
2018-03-10 00:04:35, 434.245004801
2018-03-10 00:04:40, 436.124458755
2018-03-10 00:04:45, 438.003912709
2018-03-10 00:04:50, 439.883366662
2018-03-10 00:04:55, 441.762820616
2018-03-10 00:05:00, 443.642274569
2018-03-10 00:05:05, 445.521728523
2018-03-10 00:05:10, 447.401182477
2018-03-10 00:05:15, 449.28063643
2018-03-10 00:05:20, 451.160090384
2018-03-10 00:05:25, 453.039544338
2018-03-10 00:05:30, 454.918998291
2018-03-10 00:05:35, 454.662094139
2018-03-10 00:05:40, 454.486863111
2018-03-10 00:05:45, 454.568536235
2018-03-10 00:05:50, 453.306291665
2018-03-10 00:05:55, 452.044047095
2018-03-10 00:06:00, 450.781802525
2018-03-10 00:06:05, 449.519557955
2018-03-10 00:06:10, 448.257313386
2018-03-10 00:06:15, 446.995068816
2018-03-10 00:06:20, 445.732824246
2018-03-10 00:06:25, 444.470579676
2018-03-10 00:06:30, 443.208335106
2018-03-10 00:06:35, 441.946090537
2018-03-10 00:06:40, 440.683845967
2018-03-10 00:06:45, 439.339928273
2018-03-10 00:06:50, 440.500931816
2018-03-10 00:06:55, 443.178633434
2018-03-10 00:07:00, 444.162675261
2018-03-10 00:07:05, 445.146717087
2018-03-10 00:07:10, 446.130758914
2018-03-10 00:07:15, 447.114800741
2018-03-10 00:07:20, 448.098842567
2018-03-10 00:07:25, 449.082884394
2018-03-10 00:07:30, 450.066926221
2018-03-10 00:07:35, 451.050968048
2018-03-10 00:07:40, 452.035009874
2018-03-10 00:07:45, 453.019051701
2018-03-10 00:07:50, 454.003093528
2018-03-10 00:07:55, 452.482214117
2018-03-10 00:08:00, 453.182214049
2018-03-10 00:08:05, 456.229612285
2018-03-10 00:08:10, 459.277010521
2018-03-10 00:08:15, 462.324408757
2018-03-10 00:08:20, 467.096631012
2018-03-10 00:08:25, 472.492918596
2018-03-10 00:08:30, 477.889206181
2018-03-10 00:08:35, 483.285493766
2018-03-10 00:08:40, 488.68178135
2018-03-10 00:08:45, 494.980122547
2018-03-10 00:08:50, 501.278463745
2018-03-10 00:08:55, 507.576804942
2018-03-10 00:09:00, 513.772794124
2018-03-10 00:09:05, 517.206752432
2018-03-10 00:09:10, 519.986972226
2018-03-10 00:09:15, 522.052980692
2018-03-10 00:09:20, 524.118989158
2018-03-10 00:09:25, 524.460173605
2018-03-10 00:09:30, 524.177292723
2018-03-10 00:09:35, 523.89441184
2018-03-10 00:09:40, 523.611530957
2018-03-10 00:09:45, 523.328650074
2018-03-10 00:09:50, 522.143715579
2018-03-10 00:09:55, 520.958781084
2018-03-10 00:10:00, 519.773846588
2018-03-10 00:10:05, 518.691264107
2018-03-10 00:10:10, 517.977052779
2018-03-10 00:10:15, 517.606366601
2018-03-10 00:10:20, 517.949891752
2018-03-10 00:10:25, 518.293416904
2018-03-10 00:10:30, 518.636942055
2018-03-10 00:10:35, 517.861454715
2018-03-10 00:10:40, 517.085967375
2018-03-10 00:10:45, 516.310480035
2018-03-10 00:10:50, 515.364786666
2018-03-10 00:10:55, 514.419093296
2018-03-10 00:11:00, 513.473399926
2018-03-10 00:11:05, 512.527706556
2018-03-10 00:11:10, 511.582013187
2018-03-10 00:11:15, 510.636319817
2018-03-10 00:11:20, 509.347101296
2018-03-10 00:11:25, 508.057882775
